編號,品牌通路,品牌,系列中文名稱,系列英文名稱,中文品名,英文品名,中文簡介,英文簡介,用途,品項,功效,上市日期,規格,販售國家,停產國家,是否限量,產品別名,建立時間,修改時間,是否為口碑之星,是否在前台隱藏,精選文章數,是否上過首頁推薦,產品圖,圖1,圖2,圖3,圖4,圖5,
136,專櫃,JILL STUART 吉麗絲朵,,,甜心愛戀顏彩盤N,Mix Blush Compact N,可盡情自由混合不同色彩質感的四色頰彩。創造出自然純真的粉嫩半霧面雙頰,,彩妝品,"腮紅修容,","服貼,珠光,顯色,好上色,",2013/1/1,"容量:8g:NT1450,","TW, MY",,N,"jill stuart甜心愛戀顏彩盤,jill stuart甜心愛戀顏彩盤N,甜心愛戀顏彩盤",2015/7/28,,N,N,43,Y,https://pic.pimg.tw/styleme/1443059099-3492386628.jpg,,,,,,
142,專櫃,DECORTE 黛珂,保濕美容系列,,保濕美容液,Moisture Liposome,超越20年廣受消費者愛用。採用多重層微脂囊體技術，蘊含高密度潤澤和美容成份，調理紊亂不平整的肌膚紋理，長期使用後，能維持肌膚保水度，讓膚表飽滿且充滿彈力，提升透明感，同時也能抵禦外來壓力的刺激，幫助守護肌膚。,,保養品,"精華液,","保濕,",,"容量:40ml:NT2880:RM378.40,容量:50ml:RM551.20:NT0,","TW, MY",,N,"COSME DECORTE保濕美容液,cosme decorte黛珂保濕美容液,黛珂 美容液,黛珂保濕美容液,黛珂美容液",2015/7/28,,N,N,46,Y,https://pic.pimg.tw/styleme/1471836618-1895374361.jpg,,,,,,
145,專櫃,BIOTHERM 碧兒泉,奇蹟活源精露系列,,奇蹟活源精露,Life Plankton Essence,使用於化妝水後，精華液前的保養步驟，添加最黃金比例濃度的奇蹟活源因子，質地如化妝水般輕爽，卻能幫助肌膚注入如精華液般滿滿活力，更大大提升了使用舒適感，並加強後續保養品功效。,,保養品,"精華液,","保濕,修護,",2014/4/1,"容量:125ml:NT2100:RM240,","TW, MY",,N,"BIOTHERM 奇蹟活源精露,奇蹟活源精露,碧兒泉 奇蹟活源精露,碧兒泉 活源精露",2015/7/29,,N,N,118,Y,https://pic.pimg.tw/styleme/1471836809-2423849843.jpg,,,,,,
148,專櫃,CLINIQUE 倩碧,水磁場系列,,超水感新一代水磁場保濕凝膠,Moisture Surge,清爽、無油配方，獨家玻尿酸裂解科技，讓滲透吸收快速，保濕效果更持久。全新胡蘿蔔水解蛋白，更能速效長時間維持恆濕效果，體驗有效減少乾燥細紋、肌膚更加透嫩有彈性，肌膚一整天都維持清新、水嫩、柔潤舒適的觸感。,,保養品,"凝膠凝凍,","保濕,",2008/7/4,"容量:50ml:NT1400,容量:75ml:NT1650,","TW, MY",,N,"clinique倩碧超水感新一代水磁場保濕凝膠,倩碧水磁場保濕凝膠,倩碧水磁場凝膠,倩碧超水感新一代水磁場保濕凝膠",2015/7/29,,N,N,59,Y,https://pic.pimg.tw/styleme/1471839022-628164495.jpg,,,,,,
151,專櫃,kiehl's 契爾氏,冰河保濕系列,,冰河醣蛋白保濕霜,Ultra Facial Cream,以2大經典明星成份「南極冰河醣蛋白」與「沙漠白茅」天然成分為主，發揮絕佳保濕功效，不僅抓水、補水、鎖水，同時還能提供全天候柔嫩平滑的膚觸。使用感不黏膩、好吸收，無添加酒精，降低刺激性，敏感性肌膚也可安心使用。,,保養品,"乳霜,","保濕,滋潤,",,"容量:50ml:NT1350,","TW, MY",,N,"冰河醣蛋白保溼霜,冰河醣蛋白保濕霜,契爾氏 蛋白保濕霜",2015/7/29,,N,N,98,Y,https://pic.pimg.tw/styleme/1471836757-4147092949.jpg,,,,,,
154,專櫃,SK-II,Pitera基礎系列,,青春奇蹟噴霧精華,Mid-Day(Night) Miracle Essence,,,保養品,"保濕噴霧,","保濕,",2015/4/1,"容量:50ml:NT1990,容量:50 ml+:RM246:NT0,","TW, MY",,N,"SK-II 青春奇蹟噴霧精華,SK-II青春噴霧精華,SK-II青春奇蹟噴霧精華,SKII 噴霧精華,青春奇蹟噴霧精華",2015/7/29,,N,N,59,Y,https://pic.pimg.tw/styleme/1443057672-3471428904.jpg,,,,,,
157,專櫃,KOSE 高絲,雪肌精系列,,藥用雪肌精,Medicated Sekkisei,從約100多種草本植物中嚴選出的”透明美肌秘方” 。對肌膚溫和滋潤，卻又水潤、質地清爽，實現如雪般的白皙瑩透肌膚。將肌膚調理成健康的狀況，修護因乾燥引起的暗沉、預防肌膚粗糙及防止因日曬引起的泛紅。,,保養品,"化妝水,","保濕,美白,",,"容量:200ml:NT1350,","TW, MY",,N,雪肌精,2015/7/29,,N,N,290,Y,https://pic.pimg.tw/styleme/1471836925-1104996853.jpg,,,,,,
160,專櫃,kiehl's 契爾氏,神奇金盞花系列,,金盞花植物精華化妝水,Calendula Herbal Extract Alcohol-Free Toner,以手工揀選每一朵金盞花花瓣置入瓶中，推出了具舒緩及修護功效的金盞花植物精華化妝水，50年來其經典配方仍深受大家喜愛，可以平衡油脂、收斂毛孔、改善粉刺，並加速痘痘癒合和減少色素沉澱形成痘疤，同時鎮靜、舒緩肌膚。,,保養品,"化妝水,","修護,控油,抗痘,舒緩,",,"容量:250ml:NT1450:RM0,","TW, MY",,N,"kiehl's 金盞花,kiehll's 植物精華化妝水,契爾氏 植物精華化妝水,契爾氏 金盞花,金盞花植物精華化妝水",2015/7/29,,N,N,122,Y,https://pic.pimg.tw/styleme/1443057715-3630317214.jpg,,,,,,
163,專櫃,ALBION 艾倫比亞,健康系列,,健康化妝水N,Skin Conditioner Essential,升級版的健康化妝水N採用品種更卓越的北之薏仁，並使高溫加壓爆碎法的新萃取方式，更能有效萃取高濃度薏仁精華，將肌膚調理回健康狀態，同時賦予肌膚改善粗糙、潔淨透亮、曬後安撫、緊緻、平衡油脂、預防脫妝等六大功效。,,保養品,"化妝水,","保濕,控油,透亮,舒緩,",2011/6/30,"容量:165ml:NT1980,容量:330ml:NT3200:RM320      ,容量:165ml :RM190:NT0,","TW, MY",,N,"ALBION 健康化妝水,albion健水,ALIBION 健康水,艾倫比亞 健康水,艾倫比亞健水",2015/7/29,,N,N,64,Y,https://pic.pimg.tw/styleme/1471836861-2244523913.jpg,,,,,,
166,專櫃,,菁萃亮妍系列,,菁萃亮妍能量精露（水潤型）,Energie De Vie GEL EAU MATIF F/P200ML NU,"獨特高濃度凝露狀質地，遇到膚溫瞬間轉化為水狀觸感，賦予肌膚薄透清新的膚觸，同時將能量層層注入肌底，並且提升肌膚天然保濕屏障，健全肌膚飽水功能，感受肌膚潤澤透亮、水潤不黏膩、肌膚細緻不泛油光,同時散發活力。",,保養品,"化妝水,","保濕,透亮,抗氧化,",2014/8/1,"容量:200ml:NT2050,","TW, MY",,N,"lancome 能量精露,lancome 菁萃亮顏,Lancome 蘭蔻 菁萃亮妍能量精露,Lancome 蘭蔻菁萃亮妍能量精露,Lancome蘭蔻 菁萃亮妍能量精露,Lancome蘭蔻菁萃亮妍能量精露,菁萃亮妍能量精露,蘭蔻 能量精露,蘭蔻 菁萃亮顏,蘭蔻菁萃亮妍能量精露 水潤型,蘭蔻菁萃亮妍能量精露(水潤型),蘭蔻菁萃亮妍能量精露（水潤型）",2015/7/29,,N,N,68,Y,https://pic.pimg.tw/styleme/1471837212-1673901287.jpg,,,,,,
169,專櫃,,微分子肌底原生露系列,,微分子肌底原生露,Micro Essence,運用獨家微分子精準高滲透科技，創造出能100%被亞洲肌膚接受的高滲透微化質地，微分子化每一滴珍貴成分，層層滲透肌底，由內而外喚醒原生膚況，讓膚色更晶透、膚質更細緻、膚觸更彈潤。,,保養品,"化妝水,","保濕,修護,透亮,",2014/1/1,"容量:150ml:NT3380,","TW, MY",,N,"estee lauder 微分子肌底原生露,estee lauder 肌底原生露,estee lauder微分子肌底原生露,estee lauder肌底原生露,雅詩蘭黛 原生露,雅詩蘭黛 微分子肌底原生露,雅詩蘭黛微分子肌底原生露,雅詩蘭黛肌底原生露",2015/7/29,,N,N,49,Y,https://pic.pimg.tw/styleme/1443057789-802915733.jpg,,,,,,
172,專櫃,,肌因賦活系列 ,,超進化肌因賦活露,Advanced Genifique Serum,,,保養品,"精華液,","保濕,抗老,透亮,抗氧化,",2013/4/1,"容量:30ml:NT2900,容量:50ml:NT3850,","TW, MY",,N,"lancome小黑瓶,lanncome 基因賦活露,肌因賦活露,蘭蔻 肌因賦活露,蘭蔻小黑瓶,蘭蔻肌因賦活露,蘭蔻超進化賦活露",2015/7/29,,N,N,142,Y,https://pic.pimg.tw/styleme/1444010425-3335994369.jpg,,,,,,
175,專櫃,Dior 迪奧,極效賦活精萃系列,,極效賦活精萃,One Essential Intensive Skin Detoxifying Booster Serum,添加來自位於非洲布吉納法索迪奧花園的朱槿萃取，能更深入肌膚細胞根源，排除淨化有害物質，讓後續保養品功效加倍。蘊含的21種高效活性成分，能於肌膚底層釋放抗老修復功效，加速肌膚回復健康，提升後續保養效果。,,保養品,"精華液,","保濕,抗老,修護,",2014/7/1,"容量:30ml:NT3200,容量:50ml:NT4000,","TW, MY",,N,"dior 賦活精華,dior 賦活精萃,dior 迪奧 極效賦活精萃,dior 迪奧極效賦活精萃,dior紅色奇蹟,dior迪奧 極效賦活精萃,dior迪奧極效賦活精萃,dior迪奧紅色奇蹟,迪奧極效賦活精華,迪奧極效賦活精萃,迪奧紅色奇蹟",2015/7/29,,N,N,15,Y,https://pic.pimg.tw/styleme/1471837469-3167563898.jpg,,,,,,
178,專櫃,,特潤超導修護系列,,特潤超導修護露,Advanced Night Repair Synchronized Recovery Complex II,全新特潤超導修護露擁有超過25項以上專利，能啟動肌膚發揮最佳的夜間修護效果與日間防禦機制，能改善各種主要老化跡象，讓修護更有效率，改善細紋、使肌膚更年輕、更光滑、提升保濕度與健康，同時更透亮勻淨。,,保養品,"精華液,","保濕,抗老,修護,透亮,",2013/8/1,"容量:50ml:NT3800,","TW, MY",,N,"dna特潤修護露,estee lauder 雅詩蘭黛 特潤超導修護露,estee lauder雅詩蘭黛 特潤超導修護露,estee lauder雅詩蘭黛特潤超導修護露,特潤修護露,特潤超導修護露,雅詩蘭黛 特潤超導修護露,雅詩蘭黛小棕瓶,雅詩蘭黛特潤超導修護露",2015/7/29,,N,N,49,Y,https://pic.pimg.tw/styleme/1471837374-3775078469.jpg,,,,,,
181,專櫃,SK-II,Pitera基礎系列,,青春露,Facial Treatment Essence,蘊含高達90%的PITERA，含有與肌膚天然保濕因子(NMF) 成分相似的胺基酸、維生素、礦物質及有機酸，能強化肌膚保濕屏障，讓肌膚維持健康、穩定。並能協同後續抗老保養產品作用，達到倍速抗老的完美功效。,,保養品,"精華液,","保濕,抗老,透亮,抗氧化,",,"容量:160ml:NT4480:RM459,容量:230ml:NT5480:RM620,容量:75ml:RM229:NT0,","TW, MY",,N,"SKII 神仙水,SKII 青春露",2015/7/29,,N,N,345,Y,https://pic.pimg.tw/styleme/1471837301-3373399783.jpg,,,,,,
184,專櫃,Clarins 克蘭詩,超v型緊塑系列,,V型緊緻精華,Shaping Facial Lift Total V Contouring Serum ,鎖定亞洲女性在意的正面、側面、及下顎等角度，以瓜拿納萃取、球薑、柿子等天然植萃配方，搭配咖啡因及克蘭詩專利成份—亞馬遜巴香草，形成獨特「特效V塑型拉提科技」，幫助打造完美V型輪廓線。,,保養品,"精華液,","緊實,改善水腫,",2014/6/24,"容量:50ml:NT2650:RM310,","TW, MY",,N,"3V特效緊塑精華,Clarins  超V型精華,clarins 克蘭詩 超V型緊塑精華,clarins克蘭詩 超V型緊塑精華,clarins克蘭詩超V型緊塑精華,clarins超v型緊塑,clarins超V型緊塑精華,克蘭詩 V型精華,克蘭詩超v型緊塑精華,克蘭詩超v型緊緻精華,超V型精華,超V型緊塑精華",2015/7/29,,N,N,26,Y,https://pic.pimg.tw/styleme/1443057858-604042985.jpg,,,,,,
190,專櫃,ettusais 艾杜紗,高機能系列,,高機能礦物BB霜 SPF30/PA++,BB Mineral Cream,,,彩妝品,"BB霜,","保濕,潤色,遮瑕,",2011/9/1,"容量:40g:NT800,","TW, MY",,N,"ettusais 高機能礦物BB霜,ettusais 高機能礦物BB霜 SPF30 PA++,艾杜紗 高機能礦物BB霜,艾杜紗 高機能礦物BB霜 SPF30 PA++,高機能礦物BB霜,高機能礦物BB霜 SPF30 PA++",2015/8/3,,N,N,33,Y,https://pic.pimg.tw/styleme/1443058494-1199286721.jpg,,,,,,
193,專櫃,shu uemura 植村秀,底妝系列,,UV泡沫CC慕斯 SPF35/PA+++,UVUB Poreraser CC Ivory,達到自然「潤飾」膚色而非偽裝修色效果。空氣般輕盈的超微米泡沬慕斯質地，輕薄好推勻，讓妝效自然輕透；能修飾毛孔與瑕疵，並幫助抑制油光，讓後續底妝更持久。專為亞洲膚色設計四款色選：淺亮白、活力粉、自然膚、小麥膚。,,彩妝品,"CC霜,","清爽,潤色,",2015/3/1,"容量:50g:NT1450,","TW, MY",,N,"CC慕斯,壁咚 CC 慕斯,植村秀 cc慕斯,植村秀cc慕斯,植村秀UV泡沫CC慕斯,植村秀泡沫cc慕斯,泡沫CC慕斯",2015/8/3,,N,N,25,Y,https://pic.pimg.tw/styleme/1443058528-1852414202.jpg,,,,,,
196,專櫃,LANEIGE 蘭芝,底妝系列,,BB舒芙蕾水凝霜SPF50+/PA+++．鑽采升級版,BB Cushion SPF50+/PA+++,添加美白成分，幫助抵禦黯沉、蠟黃、泛紅，讓膚色更淨白，加上萃取自濟州島的黃金比例礦物水，加強補水保濕，並給予膚表降溫4度的沁涼感！同時以柔焦美肌效果來修飾瑕疵，更結合防水抗汗高效因子達到長效持久不脫妝。,,彩妝品,"BB霜,氣墊粉餅,","潤色,均勻膚色,防曬,",2014/4/1,"容量:15gx2:NT1350:RM159,","TW, MY",,N,"BB舒芙蕾水凝霜 SPF50+ PA+++ 鑽采升級版,BB舒芙蕾水凝霜 鑽采升級版,LANEIGE BB舒芙蕾水凝霜SPF50+ PA+++ 鑽采升級版,蘭芝 BB舒芙蕾水凝霜SPF50+ PA+++ 鑽采升級版",2015/8/3,,N,N,29,Y,https://pic.pimg.tw/styleme/1471834507-2292051463.jpg,,,,,,
199,專櫃,GIORGIO ARMANI 亞曼尼,妝前系列,,雪紡瞬白CC霜 SPF35,Luminessence CC Cream SPF35,薄透宛如肌膚的輕紗襯衣，卻具有出色遮瑕力的 CC 霜，添加獨家亮顏抗氧活膚配方、玫瑰光粉體、360 度立體打光因子與 SPF35 防曬功效，能一次帶來現代女性所需要的保養、潤色、提亮功能。全系列共有3種色選。,,彩妝品,"CC霜,","潤色,防曬,",2015/3/1,"容量:30ml:NT2250,","TW, MY",,N,"ARMANI CC霜,GIORGIO ARMANI CC霜,GIORGIO ARMANI雪紡瞬白CC霜,雪紡瞬白CC霜",2015/8/3,,N,N,12,Y,https://pic.pimg.tw/styleme/1471834390-533121001.jpg,,,,,,
202,專櫃,SK-II,彩妝系列,,光感煥白CC霜SPF 50+ PA++++,Auractivator CC Cream,含有美白精華幫助阻斷黑色素生成，以及濃縮PITERA和智慧型長效延展配方，使保養成分全面包覆肌膚形成底妝保養層，能隔離環境汙染和紫外線UV傷害。能聚光後再於肌膚表層折射擴散出光芒，即刻潤飾肌膚，打造無瑕鑽白光感肌！2017年全新包裝上市,,彩妝品,"CC霜,","潤色,美白,修正膚色,修飾毛孔,光澤,透亮,均勻膚色,服貼,防曬,",2017/2/16,"容量:30g:NT2500:RM299,","TW, MY",,N,"SK-II 光感煥白CC霜,SK-II光感煥白CC霜,SK-II光感煥白CC霜SPF 50,SKII CC霜",2015/8/3,,N,N,73,Y,https://pic.pimg.tw/styleme/1489243535-1652716871.jpg,,,,,,
205,專櫃,Dior 迪奧,癮誘系列,,癮誘超模電眼睫毛膏,Dior Addict It-Lash,首創「心機彈力刷頭」，結合了獨特的彈性體材質與前端短刷毛設計，讓睫毛膏能從根部到末梢均勻塗刷至每根睫毛上。此外，獨特親水凝膠質地與捲翹支撐力，使睫毛膏能層層疊刷不糾結，溫水即可卸除，使用上更方便。,,彩妝品,"睫毛膏,","纖長,捲翹,濃密,溫水可卸,",2014/6/1,"容量:9ml:NT1200,","TW, MY",,N,"Dior 癮誘超模睫毛膏,dior 癮誘超模電眼睫毛膏,Dior 電眼睫毛膏,癮誘超模電眼睫毛膏,迪奧 癮誘超模電眼睫毛膏",2015/8/3,,N,N,2,Y,https://pic.pimg.tw/styleme/1471835272-3730294977.jpg,,,,,,
214,專櫃,,眼妝系列,,黑天鵝羽扇睫毛膏（防暈版）,Grandioese Smudgeproof,創新25度彎曲的S型刷頭，能適合各種眼部曲線，完美包覆每根睫毛，能自然順著臉部輪廓，完全不沾染眼皮。能從睫毛根部向上提拉，打造濃密纖長美睫。睫毛膏同時富含蘭蔻原生玫瑰保養成分，能修護睫毛，上妝同時保養。,,彩妝品,"睫毛膏,","纖長,濃密,",2015/1/1,"容量:10ml:NT1200,","TW, MY",,N,"lancome羽扇睫毛膏,lancome黑天鵝睫毛膏,lancome黑天鵝羽扇睫毛膏,lancome黑天鵝羽扇睫毛膏(防暈版),蘭蔻羽扇睫毛膏,蘭蔻黑天鵝,蘭蔻黑天鵝睫毛膏,蘭蔻黑天鵝羽扇睫毛膏,蘭蔻黑天鵝羽扇睫毛膏(防暈版),黑天鵝羽扇睫毛膏,黑天鵝羽扇睫毛膏(防暈版)",2015/8/3,,N,N,21,Y,https://pic.pimg.tw/styleme/1471861887-2202167309.png,,,,,,
217,專櫃,RMK,眼彩系列,,W雙色睫毛膏,,上、下睫毛分別使用不同色調的雙頭彩色睫毛膏。上睫毛使用具有濃密效果的時尚色調，下睫毛搭配明亮的色調採用細短毛刷頭使上色更容易。,,彩妝品,"睫毛膏,","顯色,",2015/1/16,"容量:6g:NT1450,","TW, MY",,N,"RMK W睫毛膏,RMK 雙色睫毛膏,RMK雙色睫毛膏",2015/8/3,,N,N,7,Y,https://pic.pimg.tw/styleme/1471835384-2865029610.jpg,,,,,,
220,專櫃,Dior 迪奧,癮誘系列,,癮誘水感唇膏,Dior Addict Fluid Stick,看似唇膏，實為唇彩的新穎包裝設計，同時具有唇膏般的飽滿顯色度、唇彩般的水釉光澤，搭配上無比舒適水感的輕盈質地，立即使雙唇展現極致閃耀的水潤光感。共有16款繽紛色選，讓雙唇玩妝變化無限組合。,,彩妝品,"唇彩唇蜜,","光澤,薄透,",2014/4/1,"容量:5.5ml:NT1150,","TW, MY",,N,"addict引誘水感唇膏,addict水感唇膏,Dior 水感唇膏,dior癮誘水感唇膏,dior迪奧癮誘水感唇膏,癮誘水感唇膏,迪奧 水感唇膏,迪奧癮誘水感唇膏",2015/8/3,,N,N,29,Y,https://pic.pimg.tw/styleme/1471834124-274741822.jpg,,,,,,
223,專櫃,SHISEIDO 資生堂（東京櫃）,,,心機星魅唇膏,Maquillage Dramatic Melting Rouge,由嚴選13萬分之1配方之高濃密美容純油精製而成，在搽上唇膏的同時，利用唇溫將美容純油溶化，並分離成兩層，先在唇部最表層形成保濕薄膜，並利用光發色效果讓雙唇綻放出光芒般的飽和色彩，輕輕一塗即艷澤顯色。,,彩妝品,"唇膏,","保濕,光澤,薄透,",2016/12/1,"容量:4.1g:NT980,","TW, MY",,N,"SHISEIDO 心機唇膏,心機星魅唇膏,水原希子 唇膏,資生堂 心機星魅唇膏,資生堂心機唇膏,資生堂心機星魅唇膏,資生堂星魅唇膏",2015/8/3,,N,N,38,Y,https://pic.pimg.tw/styleme/1471835761-3338588553.jpg,,,,,,
229,專櫃,M.A.C,熊抱美力 親吻潤唇膏系列,,親吻潤唇膏,Huggable Lipcolour ,最新的熊抱美力 親吻潤唇膏系列，請到名模”美力熊”做為M.A.C輕吻潤唇膏的完美代言人。輕吻潤唇膏有著如美力熊一般鮮豔的色彩、柔軟的質地，輕柔擁抱妳的雙唇。,,彩妝品,"唇膏,","保濕,光澤,",2015/4/1,"容量:3g:NT720,","TW, MY",,N,"MAC 潤唇膏,MAC 親吻唇膏,MAC 親親唇膏,mac親吻唇膏,mac親吻潤唇膏,美麗熊唇膏,親吻潤唇膏",2015/8/3,,N,N,12,N,https://pic.pimg.tw/styleme/1443059031-735935503.jpg,,,,,,
232,專櫃,YSL 聖羅蘭,唇部彩妝,,情挑誘光水唇膏,Rouge Volupte Shine,"以 YSL 愛的故事為靈感，19 款色調與命名巧妙的搭配,以色彩帶出 YSL 對於愛情的不同心境與詮釋。唇膏添加高保濕玻尿酸能減少乾紋,實現雙唇的豐潤性感，酸甜清新的芒果香氣與獨特霜狀質地，加上紅石榴與莓果保養精華,能在擦上的瞬間柔嫩雙唇膚觸。",,彩妝品,"唇膏,","保濕,光澤,顯色,",2013/1/1,"容量:4.5g:NT1150,","TW, MY",,N,"YSL 情挑唇膏,YSL 水唇膏,YSL 誘光唇膏,情挑誘光水唇膏",2015/8/3,,N,N,143,Y,https://pic.pimg.tw/styleme/1471835688-3259574498.jpg,,,,,,
235,專櫃,LANEIGE 蘭芝,唇部彩妝,,超放電絲絨雙色唇膏,Two Tone Lip Bar,首創如刀片式結構的特殊設計，梯狀矩形造型搭配滑推式開關，單手操作即可完妝。獨家方形斜角切割搭配2:1超完美撞色比例，讓雙唇同時渲染繽紛雙色。揉合唇膏高顯色度與唇彩的滑潤質感讓妝效飽和鮮豔，共有14種雙色組合可選擇。,,彩妝品,"唇膏,","顯色,",2015/3/1,"容量:2g:NT890:RM80,","TW, MY",,N,"Laneige 放電唇膏,LANEIGE雙色唇膏,蘭芝  絲絨唇膏,蘭芝 超放電絲絨,蘭芝雙色唇膏",2015/8/3,,N,N,103,Y,https://pic.pimg.tw/styleme/1471845405-3496427512.png,,,,,,
238,專櫃,Whoo 后,拱辰享－美系列,,拱辰享淨白活妍氧氣霜,Whitening & Moisture Cream,添加淨白保濕精華成份，淨白同時潤澤肌膚，讓肌膚煥發勻透白皙水潤光采。不只是美白還能改善東方人蠟黃暗沉，透過令人放鬆的香氣，就像做了臉部SPA，幫妳舒緩肌膚的壓力，從根本讓肌膚變好。,,保養品,"乳霜,","保濕,滋潤,修護,美白,透亮,",2015/4/15,"容量:60ml:NT5280,","TW, MY",,N,"Whoo 氧氣霜,Whoo 淨白活妍氧氣霜,后 氧氣霜,后 淨白活妍氧氣霜,后 美白乳霜,淨白活妍氧氣霜",2015/8/26,,N,N,18,Y,https://pic.pimg.tw/styleme/1456823455-2224364329.jpg,,,,,,
